EndereÃ§o;Complemento;Cidade;Estado;CÃ³digoPostal;Name;Telefone;Bairro;RegiÃ£o OP;URL;Tipo;Categoria;Latitude;Longitude;EndereÃ§o Formatado
Rua Sete de Setembro, 1020; 2Âº andar;Porto Alegre;RS;90010-191;Arquivo HistÃ³rico do RS;(51)3225-7880;Centro Historico;CENTRO;http://www.cultura.rs.gov.br/principal.php?inc=arq_hist;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;arquivo;-29,995870755143;-51,202060651456;Rua Sete de Setembro, 1020 - Centro, Porto Alegre - RS, 90010-191, RepÃºblica Federativa do Brasil
Rua Sete de Setembro, 1028;;Porto Alegre;RS;90010-191;Acervo da Moeda Santander Cultural;(51)3287-5500;Centro Historico;CENTRO;www.santandercultural.com.br;ESPAÃ‡O CULTURAL;;-30,0290874518;-51,229999272659;Rua Sete de Setembro, 1028 - Centro, Porto Alegre - RS, 90010-191, RepÃºblica Federativa do Brasil
Rua Sete de Setembro, 1028;;Porto Alegre;RS;90010-191;Salas Multiuso do Santander Cultural;;Centro Historico;CENTRO;http://www.santandercultural.com.br/;ESPAÃ‡O CULTURAL;;-30,02908818733;-51,230001240542;Rua Sete de Setembro, 1028 Porto Alegre, RS 90010-191
Rua Sete de Setembro, 1028;;Porto Alegre;RS;90010-191;Cine Santander;( 5)1328-5721;Centro Historico;CENTRO;http://www.santandercultural.com.br/;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;;-30,038936164792;-51,20417505314;Rua Sete de Setembro, 1028 Porto Alegre, RS 90010-191
Rua Sete de Setembro, 604;;Porto Alegre;RS;90010-190;Teatro do GBOEX;(51)3215-8000;Centro Historico;CENTRO;http://www.gboex.com.br/;ESPAÃ‡O CULTURAL;;-30,040741573093;-51,208075572534;Rua Sete de Setembro, 604 - Centro, Porto Alegre - RS, 90010-190, RepÃºblica Federativa do Brasil
Rua Silva SÃ³, 141;;Porto Alegre;RS;90610-270;Teatro Studio;( 5)1330-9000;Santa Cecilia;CENTRO;;ESPAÃ‡O CULTURAL;;-30,067071083761;-51,167806849897;Rua Silva SÃ³, 141 - Santa CecÃ­lia, Porto Alegre - RS, 90610-270, RepÃºblica Federativa do Brasil
Rua Vicente da Fontoura, 2600;;Porto Alegre;RS;90640-000;Bublitz Galeria de Arte;(51)3029-0109;Rio Branco;CENTRO;;ESPAÃ‡O CULTURAL;;-30,019933431141;-51,203568760912;Rua Vicente da Fontoura, 2600 - Rio Branco, Porto Alegre - RS, 90640-000, RepÃºblica Federativa do Brasil
Rua Vidal de Negreiros, 583; Morro da Cruz;Porto Alegre;RS;91520-480;Biblioteca ComunitÃ¡ria IlÃª ArÃ¡;(51)3318-3119;Sao Jose;PARTENON;;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;livro, leitura,  teatro, fotografia, danÃ§a;-30,037372869489;-51,23007675087;Rua Vidal de Negreiros, 583 - SÃ£o JosÃ©, Porto Alegre - RS, 91520-480, RepÃºblica Federativa do Brasil
Rua Visconde do Rio Branco, 691;;Porto Alegre;RS;90220-230;Galeria de Arte Paulo Capelari;(51)3312-8558;Floresta;CENTRO;http://www.paulocapelari.com.br/;ESPAÃ‡O CULTURAL;;-30,036778830793;-51,232018557015;Rua Visconde do Rio Branco, 691 - Floresta, Porto Alegre - RS, 90220-230, RepÃºblica Federativa do Brasil
Rua Washington Luiz, 1050;;Porto Alegre;RS;90010-460;Memorial Acemista ACM;(51)3226-8288;Centro Historico;CENTRO;www.acm-rs.com.br;ESPAÃ‡O CULTURAL;;-30,036735020134;-51,233494898936;Rua Washington Luiz, 1050 - Centro, Porto Alegre - RS, 90010-460, RepÃºblica Federativa do Brasil
Rua Washington Luiz, 675;;Porto Alegre;RS;90010-460;CIENTEC FundaÃ§Ã£o de CiÃªncia e Tecnologia;(51)3287-2060;Centro Historico;CENTRO;http://www.cientec.rs.gov.br/;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;arquivo;-30,036778183288;-51,232017467386;Rua Washington Luiz, 675 - Cientec, Centro, Porto Alegre - RS, 90010-460, RepÃºblica Federativa do Brasil
Rua Washington Luiz, 855;;Porto Alegre;RS;90010-460;AuditÃ³rio da DEMEC  ;(51)3308-3929;Centro Historico;CENTRO;http://www.mecanica.ufrgs.br/;ESPAÃ‡O CULTURAL;;-30,047647019302;-51,17840963347;Rua Washington Luiz, 855 - Centro, Porto Alegre - RS, 90010-460, RepÃºblica Federativa do Brasil
Rua Washington Luiz, 855; PrÃ©dio 13701;Porto Alegre;RS;90010-460;Biblioteca UFRGS AdministraÃ§Ã£o;(51)3308-3840;Centro Historico;CENTRO;http://www.ea.ufrgs.br/;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;livro, leitura;-30,110327349483;-51,254455714425;Rua Washington Luiz, 855 Porto Alegre, RS 90010-460
Trav.  Eng.Acelino de Carvalho, 56;;Porto Alegre;RS;90010-200;Arco-Ã­ris VitÃ³ria;(51)3212-3474;Centro Historico;CENTRO;http://www.arcoiriscinemas.com.br/;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;;-30,038482507227;-51,226101273798;Porto Alegre - RS, 90010-200, RepÃºblica Federativa do Brasil
Travessa do Carmo, 88;;Porto Alegre;RS;90050-210;GalpÃ£o da EPATUR;(51)3212-4629;Cidade Baixa;CENTRO;;ESPAÃ‡O CULTURAL;;-30,042099884173;-51,222634983584;Travessa do Carmo, 88 - Cidade Baixa, Porto Alegre - RS, 90050-210, RepÃºblica Federativa do Brasil
Travessa dos Venezianos, 19;;Porto Alegre;RS;90050-370;Chico Lisboa AssociaÃ§Ã£o Riograndesnse de Artes PlÃ¡sticas Francisco Lisboa;(51)3224-6678;Cidade Baixa;CENTRO;www.chicolisboa.com.br;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;Artes PlÃ¡sticas;-30,026950414466;-51,230083619411;Travessa Venezianos, 19 - Cidade Baixa, Porto Alegre - RS, 90050-370, RepÃºblica Federativa do Brasil
Travessa Leonardo Truda, 40; 6Âº andar;Porto Alegre;RS;90010-050;Biblioteca PÃºblica do Sesi;0800 51 8555;Centro Historico;CENTRO;http://www.sesirs.org.br/sesieducacao/atuacao_sesi_educacao.asp?idArea=1399&idSubMenu=1410;ESPAÃ‡O DE FORMAÃ‡ÃƒO CULTURAL;livto, leitura;-30,066045973798;-51,227331982365;Travessa Francisco de Leonardo Truda, 40 - Centro, Porto Alegre - RS, 90010-050, RepÃºblica Federativa do Brasil
Travessa ParaÃ­so, 71;;Porto Alegre;RS;90850-190;Solar da Travessa ParaÃ­so ;(51)3232-1652;Santa Tereza;CRUZEIRO;http://www.poaemcena.com.br;ESPAÃ‡O CULTURAL;;-30,039872108472;-51,215439152883;Travessa ParaÃ­so, 71 - Santa Tereza, Porto Alegre - RS, 90850-190, RepÃºblica Federativa do Brasil
Travessa Paz, 44;;Porto Alegre;RS;90040-110;La Photo Galeria e EspaÃ§o Cultural;(51)9755-8191;Farroupilha;CENTRO;http://www.galerialaphoto.blogspot.com/;ESPAÃ‡O CULTURAL;fotografia;-30,022674881931;-51,161350778209;Travessa Paz, 44 - Farroupilha, Porto Alegre - RS, 90040-110, RepÃºblica Federativa do Brasil
